Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist
Mateus Enter,Chico Science,33149,1103013,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
O Cidadão Do Mundo,Chico Science,200933,6724966,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Etnia,Chico Science,152555,5061413,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Quilombo Groove [Instrumental],Chico Science,151823,5042447,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Macô,Chico Science,249600,8253934,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Um Passeio No Mundo Livre,Chico Science,240091,7984291,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Samba Do Lado,Chico Science,227317,7541688,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Maracatu Atômico,Chico Science,284264,9670057,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science,99108,3240816,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Corpo De Lama,Chico Science,232672,7714954,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Sobremesa,Chico Science,240091,7960868,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Manguetown,Chico Science,194560,6475159,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Um Satélite Na Cabeça,Chico Science,126615,4272821,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Baião Ambiental [Instrumental],Chico Science,152659,5198539,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Sangue De Bairro,Chico Science,132231,4415557,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Enquanto O Mundo Explode,Chico Science,88764,2968650,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Interlude Zumbi,Chico Science,71627,2408550,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Criança De Domingo,Chico Science,208222,6984813,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Amor De Muito,Chico Science,175333,5881293,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Samidarish [Instrumental],Chico Science,272431,8911641,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Maracatu Atômico [Atomic Version],Chico Science,273084,9019677,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Maracatu Atômico [Ragga Mix],Chico Science,210155,6986421,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Maracatu Atômico [Trip Hop],Chico Science,221492,7380787,0.99,Latin,Afrociberdelia,Chico Science & Nação Zumbi
Banditismo Por Uma Questa,,307095,10251097,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Banditismo Por Uma Questa,,243644,8147224,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Rios Pontes & Overdrives,,286720,9659152,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Cidade,,216346,7241817,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Praiera,,183640,6172781,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Samba Makossa,,271856,9095410,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Da Lama Ao Caos,,251559,8378065,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Maracatu De Tiro Certeiro,,88868,2901397,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Salustiano Song,,215405,7183969,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Antene Se,,248372,8253618,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Risoflora,,105586,3536938,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Lixo Do Mangue,,193253,6534200,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Computadores Fazem Arte,,404323,13702771,0.99,Latin,Da Lama Ao Caos,Chico Science & Nação Zumbi
Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,249808,8327676,0.99,Reggae,Acústico MTV [Live],Cidade Negra
A Sombra Da Maldade,Da Gama/Toni Garrido,230922,7697230,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Johnny B. Goode,Chuck Berry,254615,8505985,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Soldado Da Paz,Herbert Vianna,194220,6455080,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,222145,7402658,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Extra,Gilberto Gil,304352,10078050,0.99,Reggae,Acústico MTV [Live],Cidade Negra
O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,236382,7866924,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,232280,7747747,0.99,Reggae,Acústico MTV [Live],Cidade Negra
A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,248842,8275673,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Berlim,Da Gama/Toni Garrido,207542,6920424,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,221544,7388466,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Onde Você Mora?,Marisa Monte/Nando Reis,256026,8502588,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,173008,5748424,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Conciliação,Da Gama/Lazão/Rás Bernardo,257619,8552474,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,195239,6503533,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,225332,7488852,0.99,Reggae,Acústico MTV [Live],Cidade Negra
A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,231392,7663348,0.99,Reggae,Acústico MTV [Live],Cidade Negra
Onde Você Mora?,Marisa Monte/Nando Reis,298396,10056970,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,206942,6950332,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
A Sombra Da Maldade,Da Gama/Toni Garrido,285231,9544383,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
A Estrada,Da Gama/Lazao/Toni Garrido,282174,9344477,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Falar A Verdade,Bino/Da Gama/Ras Bernardo,244950,8189093,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Firmamento,Harry Lawes/Winston Foster-Vers,225488,7507866,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Pensamento,Bino/Da Gama/Ras Bernardo,192391,6399761,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,240300,8069934,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Doutor,Bino/Da Gama/Toni Garrido,178155,5950952,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,289750,9633659,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Downtown,Cidade Negra,239725,8024386,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Sábado A Noite,Lulu Santos,267363,8895073,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazao,273031,9142937,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Eu Também Quero Beijar,Fausto Nilo/Moraes Moreira/Pepeu Gomes,211147,7029400,0.99,Reggae,Cidade Negra - Hits,Cidade Negra
Noite Do Prazer,,311353,10309980,0.99,Latin,Na Pista,Cláudio Zoli
À Francesa,,244532,8150846,0.99,Latin,Na Pista,Cláudio Zoli
Cada Um Cada Um (A Namoradeira),,253492,8441034,0.99,Latin,Na Pista,Cláudio Zoli
Linha Do Equador,,244715,8123466,0.99,Latin,Na Pista,Cláudio Zoli
Amor Demais,,254040,8420093,0.99,Latin,Na Pista,Cláudio Zoli
Férias,,264202,8731945,0.99,Latin,Na Pista,Cláudio Zoli
Gostava Tanto De Você,,230452,7685326,0.99,Latin,Na Pista,Cláudio Zoli
Flor Do Futuro,,275748,9205941,0.99,Latin,Na Pista,Cláudio Zoli
Felicidade Urgente,,266605,8873358,0.99,Latin,Na Pista,Cláudio Zoli
Livre Pra Viver,,214595,7111596,0.99,Latin,Na Pista,Cláudio Zoli
"Dig-Dig, Lambe-Lambe (Ao Vivo)",Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,205479,6892516,0.99,Pop,Axé Bahia 2001,Various Artists
Pererê,Augusto Conceição/Chiclete Com Banana,198661,6643207,0.99,Pop,Axé Bahia 2001,Various Artists
TriboTchan,Cal Adan/Paulo Levi,194194,6507950,0.99,Pop,Axé Bahia 2001,Various Artists
"Tapa Aqui, Descobre Ali",Paulo Levi/W. Rangel,188630,6327391,0.99,Pop,Axé Bahia 2001,Various Artists
Daniela,Jorge Cardoso/Pierre Onasis,230791,7748006,0.99,Pop,Axé Bahia 2001,Various Artists
Bate Lata,Fábio Nolasco/Gal Sales/Ivan Brasil,206733,7034985,0.99,Pop,Axé Bahia 2001,Various Artists
Garotas do Brasil,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",210155,6973625,0.99,Pop,Axé Bahia 2001,Various Artists
Levada do Amor (Ailoviu),Luiz Wanderley/Paulo Levi,190093,6457752,0.99,Pop,Axé Bahia 2001,Various Artists
Lavadeira,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,0.99,Pop,Axé Bahia 2001,Various Artists
Reboladeira,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,210599,7027525,0.99,Pop,Axé Bahia 2001,Various Artists
É que Nessa Encarnação Eu Nasci Manga,Lucina/Luli,196519,6568081,0.99,Pop,Axé Bahia 2001,Various Artists
Reggae Tchan,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,0.99,Pop,Axé Bahia 2001,Various Artists
My Love,Jauperi/Zeu Góes,203493,6772813,0.99,Pop,Axé Bahia 2001,Various Artists
Latinha de Cerveja,Adriano Bernandes/Edmar Neves,166687,5532564,0.99,Pop,Axé Bahia 2001,Various Artists
You Shook Me,J B Lenoir/Willie Dixon,315951,10249958,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
I Can't Quit You Baby,Willie Dixon,263836,8581414,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,192653,6287257,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Dazed and Confused,Jimmy Page,401920,13035765,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
The Girl I Love She Got Long Black Wavy Hair,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,183327,5995686,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
What is and Should Never Be,Jimmy Page/Robert Plant,260675,8497116,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Communication Breakdown(2),Jimmy Page/John Bonham/John Paul Jones,161149,5261022,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,312032,10232581,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Whole Lotta Love,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,373394,12258175,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Somethin' Else,Bob Cochran/Sharon Sheeley,127869,4165650,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Communication Breakdown(3),Jimmy Page/John Bonham/John Paul Jones,185260,6041133,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
I Can't Quit You Baby(2),Willie Dixon,380551,12377615,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
You Shook Me(2),J B Lenoir/Willie Dixon,619467,20138673,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
How Many More Times,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,711836,23092953,0.99,Rock,BBC Sessions [Disc 1] [Live],Led Zeppelin
Debra Kadabra,Frank Zappa,234553,7649679,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Carolina Hard-Core Ecstasy,Frank Zappa,359680,11731061,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Sam With The Showing Scalp Flat Top,Don Van Vliet,171284,5572993,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Poofter's Froth Wyoming Plans Ahead,Frank Zappa,183902,6007019,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
200 Years Old,Frank Zappa,272561,8912465,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Cucamonga,Frank Zappa,144483,4728586,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Advance Romance,Frank Zappa,677694,22080051,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Man With The Woman Head,Don Van Vliet,88894,2922044,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Muffin Man,Frank Zappa,332878,10891682,0.99,Rock,Bongo Fury,Frank Zappa & Captain Beefheart
Vai-Vai 2001,,276349,9402241,0.99,Soundtrack,Carnaval 2001,Various Artists
X-9 2001,,273920,9310370,0.99,Soundtrack,Carnaval 2001,Various Artists
Gavioes 2001,,282723,9616640,0.99,Soundtrack,Carnaval 2001,Various Artists
Nene 2001,,284969,9694508,0.99,Soundtrack,Carnaval 2001,Various Artists
Rosas De Ouro 2001,,284342,9721084,0.99,Soundtrack,Carnaval 2001,Various Artists
Mocidade Alegre 2001,,282488,9599937,0.99,Soundtrack,Carnaval 2001,Various Artists
Camisa Verde 2001,,283454,9633755,0.99,Soundtrack,Carnaval 2001,Various Artists
Leandro De Itaquera 2001,,274808,9451845,0.99,Soundtrack,Carnaval 2001,Various Artists
Tucuruvi 2001,,287921,9883335,0.99,Soundtrack,Carnaval 2001,Various Artists
Aguia De Ouro 2001,,284160,9698729,0.99,Soundtrack,Carnaval 2001,Various Artists
Ipiranga 2001,,248293,8522591,0.99,Soundtrack,Carnaval 2001,Various Artists
Morro Da Casa Verde 2001,,284708,9718778,0.99,Soundtrack,Carnaval 2001,Various Artists
Perola Negra 2001,,281626,9619196,0.99,Soundtrack,Carnaval 2001,Various Artists
Sao Lucas 2001,,296254,10020122,0.99,Soundtrack,Carnaval 2001,Various Artists
Guanabara,Marcos Valle,247614,8499591,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Mas Que Nada,Jorge Ben,248398,8255254,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Vôo Sobre o Horizonte,J.r.Bertami/Parana,225097,7528825,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
A Paz,Donato/Gilberto Gil,263183,8619173,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Wave (Vou te Contar),Antonio Carlos Jobim,271647,9057557,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,146677,4866476,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Samba da Bençaco,Baden Powell/Vinicius de Moraes,282200,9440676,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Pode Parar,Jorge Vercilo/Jota Maranhao,179408,6046678,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Menino do Rio,Caetano Veloso,262713,8737489,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Ando Meio Desligado,Caetano Veloso,195813,6547648,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Mistério da Raça,Luiz Melodia/Ricardo Augusto,184320,6191752,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
All Star,Nando Reis,176326,5891697,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,237087,7938246,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Pescador de Ilusões,Macelo Yuka/O Rappa,245524,8267067,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
À Vontade (Live Mix),Bombom/Ed Motta,180636,5972430,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Maria Fumaça,Luiz Carlos/Oberdan,141008,4743149,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,213655,7243166,0.99,Latin,Chill: Brazil (Disc 1),Marcos Valle
Garota De Ipanema,Vários,279536,9141343,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Tim Tim Por Tim Tim,Vários,213237,7143328,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Tarde Em Itapoã,Vários,313704,10344491,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Tanto Tempo,Vários,170292,5572240,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Eu Vim Da Bahia - Live,Vários,157988,5115428,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Alô Alô Marciano,Vários,238106,8013065,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Linha Do Horizonte,Vários,279484,9275929,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Only A Dream In Rio,Vários,371356,12192989,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Abrir A Porta,Vários,271960,8991141,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Alice,Vários,165982,5594341,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Momentos Que Marcam,Vários,280137,9313740,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Um Jantar Pra Dois,Vários,237714,7819755,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Bumbo Da Mangueira,Vários,270158,9073350,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Mr Funk Samba,Vários,213890,7102545,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Santo Antonio,Vários,162716,5492069,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Por Você,Vários,205557,6792493,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Só Tinha De Ser Com Você,Vários,389642,13085596,0.99,Latin,Chill: Brazil (Disc 2),Antônio Carlos Jobim
Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,155428,5076048,0.99,Metal,Garage Inc. (Disc 1),Metallica
It's Electric,Harris/Tatler,213995,6978601,0.99,Metal,Garage Inc. (Disc 1),Metallica
Sabbra Cadabra,Black Sabbath,380342,12418147,0.99,Metal,Garage Inc. (Disc 1),Metallica
Turn The Page,Seger,366524,11946327,0.99,Metal,Garage Inc. (Disc 1),Metallica
Die Die My Darling,Danzig,149315,4867667,0.99,Metal,Garage Inc. (Disc 1),Metallica
Loverman,Cave,472764,15446975,0.99,Metal,Garage Inc. (Disc 1),Metallica
Mercyful Fate,Diamond/Shermann,671712,21942829,0.99,Metal,Garage Inc. (Disc 1),Metallica
Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,0.99,Metal,Garage Inc. (Disc 1),Metallica
Whiskey In The Jar,Traditional,305005,9943129,0.99,Metal,Garage Inc. (Disc 1),Metallica
Tuesday's Gone,Collins/Van Zandt,545750,17900787,0.99,Metal,Garage Inc. (Disc 1),Metallica
The More I See,Molaney/Morris/Roberts/Wainwright,287973,9378873,0.99,Metal,Garage Inc. (Disc 1),Metallica
A Kind Of Magic,Roger Taylor,262608,8689618,0.99,Rock,Greatest Hits II,Queen
Under Pressure,Queen & David Bowie,236617,7739042,0.99,Rock,Greatest Hits II,Queen
Radio GA GA,Roger Taylor,343745,11358573,0.99,Rock,Greatest Hits II,Queen
I Want It All,Queen,241684,7876564,0.99,Rock,Greatest Hits II,Queen
I Want To Break Free,John Deacon,259108,8552861,0.99,Rock,Greatest Hits II,Queen
Innuendo,Queen,387761,12664591,0.99,Rock,Greatest Hits II,Queen
It's A Hard Life,Freddie Mercury,249417,8112242,0.99,Rock,Greatest Hits II,Queen
Breakthru,Queen,249234,8150479,0.99,Rock,Greatest Hits II,Queen
Who Wants To Live Forever,Brian May,297691,9577577,0.99,Rock,Greatest Hits II,Queen
Headlong,Queen,273057,8921404,0.99,Rock,Greatest Hits II,Queen
The Miracle,Queen,294974,9671923,0.99,Rock,Greatest Hits II,Queen
I'm Going Slightly Mad,Queen,248032,8192339,0.99,Rock,Greatest Hits II,Queen
The Invisible Man,Queen,238994,7920353,0.99,Rock,Greatest Hits II,Queen
Hammer To Fall,Brian May,220316,7255404,0.99,Rock,Greatest Hits II,Queen
Friends Will Be Friends,Freddie Mercury & John Deacon,248920,8114582,0.99,Rock,Greatest Hits II,Queen
The Show Must Go On,Queen,263784,8526760,0.99,Rock,Greatest Hits II,Queen
One Vision,Queen,242599,7936928,0.99,Rock,Greatest Hits II,Queen
Detroit Rock City,"Paul Stanley, B. Ezrin",218880,7146372,0.99,Rock,Greatest Kiss,Kiss
Black Diamond,Paul Stanley,314148,10266007,0.99,Rock,Greatest Kiss,Kiss
Hard Luck Woman,Paul Stanley,216032,7109267,0.99,Rock,Greatest Kiss,Kiss
Sure Know Something,"Paul Stanley, Vincent Poncia",242468,7939886,0.99,Rock,Greatest Kiss,Kiss
Love Gun,Paul Stanley,196257,6424915,0.99,Rock,Greatest Kiss,Kiss
Deuce,Gene Simmons,185077,6097210,0.99,Rock,Greatest Kiss,Kiss
Goin' Blind,"Gene Simmons, S. Coronel",216215,7045314,0.99,Rock,Greatest Kiss,Kiss
Shock Me,Ace Frehley,227291,7529336,0.99,Rock,Greatest Kiss,Kiss
Do You Love Me,"Paul Stanley, B. Ezrin, K. Fowley",214987,6976194,0.99,Rock,Greatest Kiss,Kiss
She,"Gene Simmons, S. Coronel",248346,8229734,0.99,Rock,Greatest Kiss,Kiss
I Was Made For Loving You,"Paul Stanley, Vincent Poncia, Desmond Child",271360,9018078,0.99,Rock,Greatest Kiss,Kiss
Shout It Out Loud,"Paul Stanley, Gene Simmons, B. Ezrin",219742,7194424,0.99,Rock,Greatest Kiss,Kiss
God Of Thunder,Paul Stanley,255791,8309077,0.99,Rock,Greatest Kiss,Kiss
Calling Dr. Love,Gene Simmons,225332,7395034,0.99,Rock,Greatest Kiss,Kiss
Beth,"S. Penridge, Bob Ezrin, Peter Criss",166974,5360574,0.99,Rock,Greatest Kiss,Kiss
Strutter,"Paul Stanley, Gene Simmons",192496,6317021,0.99,Rock,Greatest Kiss,Kiss
Rock And Roll All Nite,"Paul Stanley, Gene Simmons",173609,5735902,0.99,Rock,Greatest Kiss,Kiss
Cold Gin,Ace Frehley,262243,8609783,0.99,Rock,Greatest Kiss,Kiss
Plaster Caster,Gene Simmons,207333,6801116,0.99,Rock,Greatest Kiss,Kiss
God Gave Rock 'n' Roll To You,"Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin",320444,10441590,0.99,Rock,Greatest Kiss,Kiss
Heart of the Night,,273737,9098263,0.99,Jazz,Heart of the Night,Spyro Gyra
De La Luz,,315219,10518284,0.99,Jazz,Heart of the Night,Spyro Gyra
Westwood Moon,,295627,9765802,0.99,Jazz,Heart of the Night,Spyro Gyra
Midnight,,266866,8851060,0.99,Jazz,Heart of the Night,Spyro Gyra
Playtime,,273580,9070880,0.99,Jazz,Heart of the Night,Spyro Gyra
